pc1, pc2 ,class
-2.029689,0.465821,7
-1.20272,-1.996034,4
0.181748,-0.006265,9
3.342613,0.245858,0
0.081304,-1.774792,4
5.957249,-0.203327,0
0.693359,-1.63258,5
2.518448,0.857019,6
-1.918883,-2.832091,7
-1.238244,-2.666201,9
-0.148453,-1.592241,4
1.903554,-0.165837,6
-1.671097,3.877221,1
2.539722,-0.43292,6
0.385553,-0.494475,5
-1.078872,1.751382,5
-1.719629,-1.935044,7
-1.846188,-0.756621,7
-1.787888,-0.863005,7
0.469297,-1.025892,3
-0.804564,-2.086426,4
0.917457,-1.05518,2
0.253944,-0.115341,3
1.343496,-0.311395,2
-1.908457,-0.101755,7
0.625264,-0.81735,3
0.049717,0.912187,2
-0.266936,-4.234226,4
-1.047194,-2.705597,4
-0.897958,-1.979423,4
-1.334404,-4.113487,7
-0.267939,-3.73712,9
1.609623,1.955089,6
-2.706289,0.238103,1
-2.058895,-4.173055,7
0.369761,-4.668808,4
-3.195321,1.194694,1
2.864904,0.142535,0
-0.558313,-0.479377,1
-1.983187,-1.454883,7
0.89643,-0.309786,5
0.989659,-4.160828,9
1.344738,0.894069,6
-1.828107,-0.194417,7
-0.313436,-2.066033,8
0.526659,1.375271,5
-2.449746,-0.913195,7
2.518738,0.184581,6
-1.884924,0.227528,7
0.528932,-2.953498,2
0.821969,-1.11295,2
0.67801,-0.276341,3
-1.640878,-0.236321,7
-2.768017,-0.03657,1
0.29585,-0.60631,5
-0.968206,-2.136783,4
1.226922,-0.617729,6
-1.259733,-1.530635,4
-0.08048,-3.81884,4
2.507556,0.828823,0
0.110288,-0.415939,8
-1.378636,-2.68823,9
0.148459,0.231754,5
-0.847771,-2.920673,9
1.875612,-0.442072,6
1.558379,0.989091,6
0.499677,-0.409833,2
-3.102266,0.882787,1
0.410992,-1.492225,8
0.092854,0.373378,8
4.691194,-1.366873,0
0.651644,-1.047251,3
-4.661441,-0.958527,1
0.710434,-0.287306,3
0.127039,-0.664478,8
-1.853889,-0.73036,7
-0.388894,0.489255,8
0.512635,-0.549864,3
1.350655,-1.258098,2
-0.920159,-3.537096,9
0.428895,1.537517,6
0.122973,0.212456,8
-1.877689,-0.262497,7
0.102637,0.72383,8
-2.697004,3.189648,1
-1.340889,-2.273653,9
-0.442251,-5.024801,9
1.659571,0.599503,6
-0.822819,-3.266182,4
0.227296,0.220761,8
-1.638687,-2.286203,7
-0.150343,0.045224,8
0.107055,-0.746757,5
-0.002136,-0.474771,8
-1.704939,-0.359959,7
-1.100546,-1.471032,4
0.076042,-0.332966,8
-1.973402,-0.040015,7
-0.552349,-3.586638,9
-1.907605,-0.451414,7
0.101607,1.981968,5
1.441023,0.753981,6
-1.510201,-4.816425,7
1.326059,-1.283232,2
-2.9218,1.953132,1
-3.498683,1.28301,1
1.42017,1.05757,6
-1.065076,-2.700868,9
-1.114795,-2.536171,9
0.160539,-0.36977,8
3.533319,-1.027652,0
-1.879714,-0.461332,7
-3.062124,2.444819,1
-0.02721,-0.373089,8
-4.004191,2.195852,1
0.104952,0.525409,8
0.098127,-0.245083,0
-1.792796,1.222451,7
1.131609,1.377682,6
1.080124,-1.043912,2
1.489519,0.539477,6
1.282597,-0.096736,2
-0.867464,-1.705677,7
0.497424,-0.390574,3
0.948187,-0.789706,2
-1.495987,-2.808284,9
-1.758322,-1.340698,7
0.377352,-0.057978,3
1.399402,-1.327665,2
0.600294,-0.250203,3
-0.113342,-0.069714,5
5.729909,-0.412373,0
-0.949464,-3.3587,9
-1.850077,-0.44051,7
-0.988097,-1.415754,7
-0.516321,-3.244726,9
0.389198,0.177744,3
0.315471,1.59281,5
2.102999,-1.212658,6
1.331387,0.582741,6
0.281938,-0.850427,5
-1.033096,1.046813,5
1.423562,0.891145,0
3.133547,0.1042,0
3.56774,3.279584,0
1.717269,0.415986,6
-1.111008,-1.45501,9
-3.345767,0.381145,1
-0.669802,-2.880247,4
0.372146,1.498314,5
-0.975767,-3.092451,9
4.496794,0.634714,0
3.788275,-2.19668,0
-1.082162,-3.56866,4
-1.007336,-0.693163,8
-2.999337,0.425684,1
3.45325,0.820903,0
-3.07169,-0.444717,1
-0.000289,-0.738134,8
1.275269,-1.173144,2
-0.757776,-4.524423,4
0.373206,0.006619,8
-4.244744,-0.756558,1
1.105859,-0.719149,2
0.984268,0.611344,5
2.210092,0.660951,6
1.748667,0.312425,6
-2.47646,0.242332,1
0.411886,-0.159272,3
-0.088474,0.228127,5
5.31061,0.507817,0
3.867079,1.265107,0
-0.682223,-3.594809,4
-2.298176,2.242041,1
1.832693,0.272676,6
1.378356,-0.098303,2
0.383281,0.332534,3
0.624916,0.809298,3
0.080698,0.362326,8
-1.119928,0.464367,4
-0.201861,-0.192121,8
0.186426,2.400369,5
-3.229922,1.035531,1
1.283655,2.158205,6
0.284061,-0.23986,5
-1.704111,0.150516,7
4.615575,0.550023,0
-0.021747,1.001206,8
-3.588762,2.244288,1
-1.380211,0.255486,9
1.008862,2.087546,6
5.336476,2.819159,0
-0.368458,0.742505,5
-2.757561,3.625135,1
-0.195337,1.474683,7
1.402571,-0.514486,2
0.21948,-0.73434,3
0.179251,-0.804589,3
-1.169553,-0.61367,9
-0.915501,0.402591,4
0.636492,-0.294472,2
0.947629,0.841367,5
4.678966,-0.646879,0
-0.230993,1.627571,8
-0.766088,-4.341784,4
2.728382,2.255343,0
-0.134028,-3.309235,3
-1.603664,3.781582,1
-1.180488,-1.253124,9
1.246882,0.101197,2
-1.144606,-1.632892,9
0.500732,-0.264223,3
1.138167,1.311954,6
-0.932427,0.046158,4
1.076056,2.361028,6
0.36729,2.20135,5
-4.449103,0.034725,1
1.045795,2.763911,6
0.083887,-2.08557,3
-1.549447,1.179397,7
0.065277,-0.291219,9
0.104255,0.492328,8
4.949716,-1.127475,0
-0.706283,1.118171,8
-3.730703,1.105219,1
1.490058,1.006639,6
-0.673189,-0.766422,9
0.266462,2.460008,5
-0.871058,0.488324,4
3.758943,1.978526,0
0.515659,-0.796588,5
1.806649,0.831148,6
-0.084998,1.079565,8
-0.534218,0.613505,8
-2.006773,-1.619904,7
-1.25054,-0.562154,9
2.694423,0.632939,0
-1.085253,0.497915,4
1.053881,1.983829,6
-2.823389,3.614307,1
-0.168721,-0.032916,8
-1.51349,0.35894,9
0.141981,0.601151,3
0.194416,1.331806,0
0.062185,0.476227,8
-0.709052,0.567863,4
-1.431574,-3.172863,7
-0.261082,1.425507,8
-3.784627,2.172956,1
-1.283013,-0.504071,9
-1.601129,-3.023254,7
-2.522749,3.261178,1
-0.824436,-2.461665,9
-1.245377,1.62771,4
-0.937631,-2.977126,9
1.00924,2.008441,0
-0.261283,-2.305407,8
-0.665348,3.141932,5
0.503935,-0.679889,3
-2.843408,1.828398,1
-2.679828,3.837363,1
-1.21392,1.523447,4
-0.056812,0.875301,8
2.717732,2.053338,0
0.428353,-1.141615,8
-1.922046,0.350536,7
3.51154,-0.097817,0
1.276717,1.244994,6
-1.569002,-4.147873,7
2.529325,2.05286,0
3.774704,0.01369,0
-2.266973,3.800825,1
0.056547,-0.703602,8
-1.596924,0.423637,7
-1.143496,-2.124231,9
2.38212,1.507658,0
-1.619532,0.148806,7
1.644319,1.813798,6
-2.230857,1.349202,4
-0.674476,1.698572,8
-1.331198,2.276338,7
-1.328766,-0.039126,9
0.284085,0.873474,8
-0.095272,3.152926,5
-1.226366,-0.591801,4
-1.566562,0.964825,7
-0.000968,0.44833,8
-1.54058,0.985173,9
0.344523,0.540804,2
-0.903048,2.166849,8
0.295481,0.220702,5
1.583498,1.676592,6
-0.536165,0.122757,8
2.316445,1.877937,0
4.194816,1.865047,0
-0.508404,2.508197,8
-2.494413,2.223651,1
-2.936577,3.822664,1
1.144922,-0.439039,2
-1.494411,-0.004137,7
-1.982636,0.106977,7
-1.474805,1.130222,7
-0.762022,-4.21666,9
-2.194672,4.47287,1
-1.052436,-0.768572,4
0.472181,0.936383,3
1.315376,-1.11264,2
0.910647,0.427522,2
0.139105,0.570055,5
0.425757,0.607273,3
-0.235149,-0.389024,8
-2.276233,3.343331,1
-1.793691,-0.413923,7
-1.224602,1.006969,4
0.875623,0.666553,2
1.234548,-0.284587,2
-1.105357,-2.755269,4
2.341955,1.85959,0
-0.297022,-0.013396,8
3.12851,2.420002,0
-0.319321,-0.241649,8
-1.602594,-0.294493,7
3.989905,1.271816,0
-0.089314,1.510575,8
1.818302,0.158405,6
-1.081644,0.094093,4
-0.300811,-1.367818,5
1.530147,1.706826,6
-1.145848,0.220917,4
-0.837596,-0.272042,4
-0.220835,0.438656,5
-1.079767,-1.146214,9
1.341927,-0.4231,2
0.217446,0.102479,3
0.207976,1.758743,5
-0.158229,1.413059,8
-2.053144,-3.342062,7
-1.175684,0.949354,4
0.093524,1.493653,5
-1.670753,0.17752,7
1.582344,0.551707,6
1.470859,-0.313319,2
1.570042,0.217561,6
0.346968,0.274307,3
0.983131,-0.662335,2
1.552115,0.880906,6
0.009348,-2.909861,4
-1.422055,-0.068769,9
-1.125945,0.110005,4
1.512615,0.892251,6
0.289984,-5.059348,9
0.314135,-0.004134,3
-0.775275,-1.231573,7
1.334106,-0.080424,2
-1.172644,-0.213654,9
1.313067,-0.193504,2
3.27959,-2.287046,0
-1.19978,1.400806,4
-0.336476,-1.607719,5
1.305599,1.854842,6
2.105047,-1.00413,6
0.004364,-1.543051,9
-3.059881,2.252863,1
2.73217,2.518587,0
3.427187,0.453125,0
1.315693,-0.222096,2
-0.119951,-0.483504,8
0.171677,1.783402,5
0.38444,-1.127266,3
0.230575,2.883954,5
0.314184,0.185302,5
-2.302677,4.28326,1
-4.252446,1.622198,1
0.522295,1.073124,3
0.477782,-0.770427,3
0.584624,1.160318,3
-0.056014,0.006412,8
-1.461137,-0.371633,9
4.398568,-0.129154,0
-1.197754,0.038394,7
-1.080949,1.674999,7
-0.176371,1.113432,8
-0.63265,-2.818614,5
-1.801313,0.278627,7
-0.055589,-0.884533,5
1.256158,-0.076942,2
-0.325283,-3.278182,4
1.570522,-0.61852,2
4.133272,-1.879604,0
-1.4333,0.127696,9
-2.083721,1.087694,7
-0.500463,1.45419,8
-3.936569,-2.09339,1
1.261973,0.421609,2
-3.13036,-0.915654,1
-2.744347,2.978599,1
0.369781,0.774326,3
0.723347,0.523615,3
-2.215763,-0.431543,7
-2.039867,3.70827,1
2.187434,-1.217165,6
0.511097,0.529059,3
-0.070735,0.401015,8
3.213274,2.426623,0
2.508634,0.301922,0
-2.213405,3.777861,1
-1.820846,-0.15073,7
0.370511,0.943005,2
-1.447084,-0.508825,9
0.397364,0.889586,3
-1.132776,-1.434281,4
-1.050428,-0.404867,4
0.304629,-1.337871,8
0.46304,1.792933,5
0.066859,0.526191,8
1.966722,-0.116689,6
2.900396,0.928055,0
0.261672,0.203863,7
-0.675718,-1.546175,8
0.144947,0.546651,8
2.577657,-0.754611,6
-1.350594,-0.331085,9
-2.46901,2.035377,1
2.813107,1.995093,0
-4.256024,0.172396,1
-2.205505,3.129697,1
-1.012123,-2.429609,4
1.01917,-0.192305,2
1.82101,-1.130681,6
0.497175,-0.076547,3
-1.050286,-2.154608,4
-1.090935,0.798761,4
-1.85098,-1.272459,7
0.396578,2.223266,5
0.624363,-0.587441,5
2.034224,0.450346,6
-0.427606,1.226089,5
-0.764787,0.659782,7
-0.147819,-4.370058,9
-0.013017,0.841414,8
-0.157522,0.997018,8
-1.26849,0.959641,9
0.352832,-0.540895,5
4.119403,2.549847,0
0.396027,-1.007052,5
-2.188464,3.563966,1
-0.45849,-0.485413,8
0.84091,0.633245,2
-1.062444,-0.663347,9
0.665213,-0.174295,3
0.607204,-0.002273,5
-0.858391,-1.155044,4
-3.317457,2.535994,1
0.342372,2.602851,5
4.576176,-1.472632,0
1.821903,0.474718,6
1.651782,0.383642,6
-1.429645,0.138325,7
0.342534,-0.012821,5
-0.060532,1.339493,8
-1.572239,0.14684,9
-1.274606,0.254289,9
1.543555,0.568032,6
1.544007,1.975386,0
0.997104,-1.82529,2
0.318545,0.713633,8
0.357248,-0.819376,3
0.419228,0.375643,3
-2.546564,2.586332,1
-1.256227,0.502873,9
-5.083605,-1.904835,1
0.517133,1.611325,5
-0.310301,-1.610849,2
0.470795,1.494236,5
-4.081582,0.241019,1
0.922716,1.031697,2
-1.280915,-1.355196,9
2.071685,0.450509,6
0.420555,-0.079048,8
-0.181923,0.688186,8
0.450843,0.393982,3
-1.164077,0.480169,4
-0.367471,-2.985766,7
-1.150501,0.423142,9
-1.648408,-0.514897,7
-1.530034,3.548869,1
1.383256,-0.89145,2
-1.093936,0.456336,7
-0.743857,-0.549699,7
-2.327921,3.611843,1
1.457298,1.131199,0
1.205442,0.126717,2
-0.406116,-3.770864,9
0.645327,0.778634,3
-0.734095,-0.876394,7
0.362776,1.567933,5
-1.349113,-0.27175,9
-0.724068,-0.848925,9
3.442634,-0.657378,0
1.904142,0.796338,6
3.412041,0.530435,0
-1.146767,-0.035933,9
0.778036,-1.205588,3
-2.559354,2.864051,1
0.883536,0.41572,5
-1.856397,3.080444,1
-0.368758,0.391074,8
-1.647575,3.033764,1
0.213192,-0.499265,3
0.541051,0.638255,2
0.56978,-0.7485,3
-1.199127,0.055542,9
-4.692684,0.565295,1
-0.627292,2.468621,5
0.175389,-0.704819,3
2.029144,0.839535,6
1.65361,0.426927,6
-0.154231,0.854687,8
-0.426536,1.492403,8
-2.491924,2.874025,1
-0.010452,0.018409,8
0.554747,0.845544,2
-0.009012,0.661083,5
3.304232,2.525388,0
-3.514931,-0.767594,1
-0.296298,-0.156104,7
0.485127,-0.651333,8
-1.22505,0.028902,7
2.957096,0.643887,0
0.357107,1.945904,5
-1.002809,-2.279398,4
-0.222112,0.867049,8
0.195958,-0.522564,5
0.48473,1.219431,2
0.172622,0.243249,8
-1.092681,-0.058976,9
-0.883838,-0.855876,7
0.1161,1.759025,8
-0.884691,-2.531022,3
-0.751085,-0.018877,7
0.871271,-0.770979,2
-2.880929,2.335478,1
-4.060526,-2.00886,1
0.537746,1.119826,3
1.212777,-0.557846,2
-1.169746,0.265725,4
-2.090845,-1.209154,7
0.202826,1.091539,5
0.5341,0.532137,6
0.967684,2.070212,6
-0.086626,0.411465,8
4.870718,0.633664,0
-1.79192,-3.29427,7
0.500431,0.891403,3
0.088719,0.061989,8
2.197779,0.396036,6
-0.812369,-3.034156,4
-0.35481,0.715816,8
4.428785,1.955346,0
0.246265,0.123883,7
1.310887,-0.035915,2
3.328169,3.044823,0
1.519806,0.73817,6
-0.800453,-0.022521,4
-4.958124,1.494876,1
1.233995,0.214581,2
3.287307,-0.362779,0
-1.682516,0.177675,7
0.853277,-1.084481,2
-0.55096,0.333432,7
-1.351348,-2.479736,4
0.254789,1.771035,5
-0.68328,-3.149952,4
-1.035891,0.192007,4
-1.676946,0.867545,7
0.51923,0.672038,3
-1.491601,-1.342009,9
-1.062495,-0.79093,4
-0.748987,-2.387157,7
0.780706,1.533727,2
-2.608748,0.355927,1
-0.422352,0.783307,8
-1.07396,-3.645389,7
-2.05645,3.212115,1
-0.674843,-1.919332,4
0.443626,1.658174,5
4.15392,-1.86066,0
-2.123054,3.870226,1
-1.709295,-4.236681,7
-0.105088,1.761222,2
1.050534,-2.08117,2
-0.985794,0.504131,4
5.524896,1.732436,0
0.521328,1.107764,3
1.006761,-0.508575,8
4.76864,2.256076,0
1.2116,-1.288135,2
4.808399,2.309288,0
0.466115,0.41335,3
4.451642,1.678853,0
0.924043,-1.746348,2
0.574902,0.385745,3
-2.931046,3.259093,1
0.455384,0.348129,3
0.503078,-0.695714,3
0.497474,1.353893,5
0.791937,0.02195,8
-1.835399,0.972686,7
-1.036218,-1.668188,9
2.276933,1.069586,0
4.371768,-1.660371,0
3.585459,0.610426,6
-4.079898,0.099179,1
-0.168273,0.905317,8
-3.963589,-1.962341,1
1.965257,1.470666,6
-1.277409,-1.625698,7
0.669094,0.870964,3
0.598124,-0.678174,2
-1.181055,0.717881,4
-2.686162,2.871425,1
1.691934,0.932037,6
3.369999,0.15729,0
-1.496896,1.384355,9
-0.124337,-4.142707,4
-1.357993,1.096696,9
-0.014191,-1.258657,3
-0.167455,1.282263,8
0.220365,-0.130305,3
0.838643,1.192857,2
-2.175118,-0.221509,9
-1.688059,0.669295,7
-3.526014,-0.509536,1
-1.450823,0.965333,7
-1.432777,-1.14099,9
-1.568135,3.432939,1
0.391289,-1.799948,8
1.674224,2.539282,0
-2.90364,-0.711603,1
-1.61991,3.498831,1
1.649546,0.436377,6
0.874734,0.804919,2
-2.502803,1.554878,1
0.20461,1.18285,3
1.503749,-0.421665,2
-1.074141,0.748519,4
-0.76768,-2.184099,9
-1.253198,0.770979,7
0.95613,-1.85399,2
-0.182118,1.104804,8
1.162081,-0.750164,2
-1.411236,0.214874,9
-0.168647,-2.290785,8
2.111411,2.652769,0
-0.536864,-0.500195,9
-1.661283,3.444444,1
-4.310424,0.090551,1
0.806459,1.443155,2
1.240626,1.285808,6
0.368051,0.642839,3
-1.767239,1.3054,7
-0.926117,1.077347,4
-4.52271,-0.028391,1
-0.310239,2.428053,5
1.32605,0.362209,5
1.79333,1.741329,6
-3.353335,0.049551,1
-1.139665,1.045544,7
-0.875655,-2.330427,4
-0.005595,1.508356,8
0.228511,-0.559701,3
-1.253363,0.31597,9
0.451229,-0.758303,5
1.835036,2.797627,0
0.206094,-1.342865,3
-1.67545,3.470252,1
0.614819,-3.684049,3
0.377403,0.554223,2
-1.427134,1.080332,9
0.419215,1.72448,3
1.131977,-1.001744,2
-1.232075,0.893085,7
-0.623254,-0.308751,5
-0.218285,0.803417,8
-0.633495,-2.770359,4
-1.108786,-0.169785,9
-0.142265,-0.979622,8
-1.343222,0.340082,7
0.886343,0.731248,0
-1.016824,0.003954,9
0.538609,-1.046665,3
0.462853,0.941637,5
1.735467,0.3017,6
2.612735,2.676833,0
0.311488,0.224284,3
-0.257691,0.662425,8
3.048872,-0.227206,0
0.389037,0.929265,3
1.155575,-0.657836,2
-0.032228,3.306262,5
1.674828,1.247021,6
-0.853097,-0.05919,4
1.197657,-0.465226,2
-0.079141,1.046951,8
-0.887078,-0.432373,7
-0.07688,-2.375148,2
-1.840183,0.597495,7
-1.290904,3.247976,1
1.172969,0.432377,2
0.56893,2.777453,0
1.528044,0.319724,6
0.263131,2.289483,2
0.576558,0.507255,5
-0.346072,3.135434,5
-0.869701,-0.14327,7
-0.24012,1.007595,8
2.573478,-1.861512,6
0.110074,0.652711,8
-2.238626,-2.558427,1
-1.759512,2.842122,1
2.073259,1.36082,6
1.284537,1.660907,6
1.284004,-0.464158,2
-2.002098,3.945095,1
0.448886,-0.819859,3
0.479459,1.884304,3
-0.763143,0.339353,4
3.491114,3.239682,0
-2.039608,-2.051693,7
0.39023,1.569959,3
0.296646,0.83272,5
0.678555,2.137496,6
-0.205347,-4.087697,4
-1.277467,0.485354,9
0.196457,-2.054495,8
0.228967,0.898479,3
-2.009274,-1.701421,7
-1.450268,1.3663,7
3.528082,0.539633,0
-0.954418,0.960946,4
-0.58552,-3.627816,4
-1.228329,0.258987,9
-0.18347,0.046739,7
-1.459075,1.618755,7
2.952113,-1.731251,0
2.053062,3.082471,0
-0.950496,-0.415887,4
-1.226172,-0.082998,9
-1.21776,-1.845758,7
-1.04501,0.546965,7
-0.614863,-4.056646,4
-1.180517,0.348199,7
-1.996377,-1.422977,7
-1.119023,0.893681,9
-3.618316,-1.440352,1
0.225215,2.272419,5
2.192013,-0.717844,6
-1.363876,0.451858,7
-1.955321,-1.884165,7
1.548341,2.631058,6
4.059649,0.118236,0
-0.823452,-0.121057,4
-1.121269,-1.995671,7
-0.11667,1.214377,8
0.470103,-0.097479,8
-1.048472,-0.064035,9
-1.721741,-0.896552,7
1.364794,1.747888,6
0.131852,-0.648102,5
-1.233104,0.018854,9
0.203152,-0.472051,3
-0.952999,0.824709,4
-0.681436,0.363839,7
-1.825348,4.020004,1
-1.797323,0.986914,7
0.86117,0.663249,2
0.752682,-0.395265,2
0.533592,2.695862,0
-1.704829,-3.443438,7
1.597838,1.91398,6
1.437144,1.184731,6
-2.102467,3.943189,1
-0.437944,-0.747952,8
-1.421885,1.122157,7
-0.931114,-1.329612,4
0.793468,0.865421,2
0.32804,-0.36854,3
-0.90998,1.026369,4
2.383433,0.24873,0
2.286995,1.24599,6
1.145527,-0.309968,2
-1.096918,0.924392,4
-0.468589,-2.835821,9
1.18696,2.146437,6
1.061277,-0.869912,2
0.487857,1.438446,5
0.157074,0.500817,3
3.064533,2.836619,0
-0.293163,-0.878604,8
0.701309,-2.071543,2
0.387134,-0.59276,3
-2.064903,3.495898,1
-2.131184,0.568588,7
1.171874,3.12561,0
0.068919,0.549425,8
-2.403245,3.483487,1
1.680718,-1.038238,2
0.745188,1.129939,2
1.207411,-0.588052,2
-2.656876,3.268188,1
0.482212,-0.521605,3
-1.517495,0.294606,7
-0.944461,-0.236007,5
-0.611985,1.742134,8
-0.153989,0.548017,3
-2.398554,3.605649,1
-4.218921,0.832445,1
1.118518,0.693016,2
-0.230033,0.063675,8
0.023906,1.534986,8
-0.041421,0.153117,8
1.007235,1.116722,2
1.354591,-0.854418,2
-1.673655,0.569648,7
1.454931,0.489847,6
-1.31547,0.801882,9
0.293938,0.929939,2
0.295559,0.869898,3
1.654211,-0.558644,2
-1.061367,-0.033289,9
0.056289,-0.937242,2
4.241217,1.582589,0
-0.85985,-2.454377,4
-2.88652,2.606365,1
1.038277,0.736839,2
0.643498,-3.148713,2
4.32862,-0.829114,0
0.442012,-0.541033,3
-1.362164,-1.536666,9
-1.264403,-1.224394,4
-0.538437,-4.097748,9
0.089833,1.44995,5
0.261328,-1.672657,8
0.728792,0.609097,6
1.909827,0.62282,0
-1.516584,0.336012,7
-3.60674,1.340843,1
3.567224,0.540846,0
-2.141304,-1.664686,7
-2.03642,3.33126,1
0.339029,-1.694395,8
1.213081,-1.698573,2
5.618574,0.12423,0
0.287066,0.166285,3
-0.972888,0.231166,7
-1.56268,0.251838,7
0.582726,-0.797046,2
-0.533622,1.05668,8
1.513921,0.890701,6
-1.372287,0.952342,9
1.225871,-0.263465,2
2.687087,2.143138,0
-0.013584,-1.470368,3
-1.942266,3.738162,1
0.947372,0.900174,5
-1.34603,0.520035,7
-0.399075,0.472589,8
-1.040813,0.9107,8
-0.325566,0.358907,8
-1.399633,1.138992,9
-0.115541,0.254152,8
1.23833,-0.860077,2
-0.069506,-5.741992,9
0.319562,0.351832,5
0.117896,-2.505534,7
-2.00487,3.72082,1
-1.477039,-0.492461,9
1.842524,0.348494,6
-1.931197,-0.854159,7
-1.037672,-1.214173,4
-0.080294,0.145044,8
0.307346,0.51787,3
0.056696,-0.444452,3
-1.041911,-0.899526,9
4.022937,-0.008421,0
-0.482201,-0.219515,9
-2.665734,2.674543,1
5.115136,1.86883,0
2.018067,0.996193,0
-1.057039,2.092913,4
-1.287664,-0.563118,9
0.357233,-0.22742,3
-0.707073,-0.646256,4
1.679254,0.350656,6
-2.23374,-3.098545,7
3.876874,1.363784,0
1.129275,-0.763704,2
2.388456,0.86425,0
-0.031533,0.012315,8
0.007924,-0.094136,8
0.455487,-0.180944,3
-1.118124,-0.822082,9
2.522147,0.593375,0
-0.294627,0.182752,8
-0.491468,-2.890187,7
-1.766319,0.034193,7
-0.88343,0.938666,4
2.979789,0.997973,0
0.661516,-5.070356,4
4.344416,2.421568,0
-0.956812,-3.810268,4
-0.186134,-0.183514,4
-0.185495,0.556868,5
-2.857382,3.391973,1
-0.918562,-2.148315,4
-1.131813,0.535575,4
1.020798,-0.008393,1
-1.829097,3.611316,1
0.774338,0.881841,2
0.741687,-0.082222,3
-1.088762,0.931309,7
1.783822,0.344122,6
2.379275,0.406825,0
-1.075899,-0.304182,4
-4.703209,0.373872,1
-1.77292,-0.886362,7
-1.358068,-0.565424,4
-0.942606,-0.896832,7
0.539217,-1.345879,2
5.965325,1.730943,0
0.532019,-1.262334,9
-1.172451,-1.071212,9
1.621005,0.884317,0
-0.09161,0.294018,8
-0.866091,-1.78272,9
-0.870577,-1.122205,4
0.231621,0.523357,3
0.227492,-0.114182,3
0.059057,-1.8824,8
-0.299971,0.623864,8
-4.127722,-0.651797,1
0.309146,-0.194188,3
-4.745061,0.301935,1
0.219292,0.53652,8
1.133919,0.125361,6
0.457861,2.112772,5
-0.996258,-1.167625,9
-0.251828,0.45836,8
3.068974,0.830254,0
-1.148305,1.409164,4
-1.808602,1.262167,7
-1.976236,3.754384,1
0.254126,-0.120596,3
-1.458924,2.14726,7
0.478398,0.35578,2
-1.564248,1.339541,9
1.485202,1.181061,6
-0.789677,0.73548,2
2.577487,-0.062522,6
4.94986,2.541996,0
1.783441,0.455817,6
-1.525247,-0.377116,9
3.698172,1.911978,0
-2.907486,2.708509,1
0.262154,-0.208163,3
-0.153242,-1.25883,7
1.01628,-0.62235,6
0.293487,0.321374,3
0.351488,-0.330158,3
-0.313772,0.667699,8
0.4627,-0.565188,5
5.167732,-0.313961,0
0.780501,2.459247,6
0.489324,0.653453,3
-0.215455,0.409491,8
-0.543193,1.464549,8
-0.465114,-2.616359,7
-2.369558,3.578805,1
-1.063041,-4.454221,9
1.524908,1.039551,6
-2.762819,3.155377,1
-0.908859,-0.196909,4
-4.199708,-0.783332,1
0.422577,0.801332,3
-1.405322,-1.36296,9
1.680344,0.430663,6
4.620133,-0.287386,0
-2.861664,3.005008,1
-1.190575,-0.818654,9
-0.079852,1.900831,5
0.351717,-0.780843,3
-0.125928,3.806601,5
1.374484,-0.905674,2
1.388608,0.526704,6
-2.095224,-1.175693,7
0.588477,-0.503261,5
-1.408848,-2.171244,9
3.34986,-0.146623,0
-1.279853,-1.753098,9
-4.074442,0.432999,1
5.411963,-0.704423,0
1.42315,-0.401935,2
-0.179756,-0.672968,8
0.783059,-0.387366,3
1.935372,0.160117,6
-0.423398,-2.806231,4
0.363429,-0.142509,3
0.346774,-0.65125,5
0.453322,-0.230968,3
2.261217,-1.077269,6
0.118256,-1.523847,2
-2.180069,-2.542252,7
1.987638,0.814116,0
3.330726,-0.130746,0
0.330396,-0.633037,5
-4.205846,-0.547054,1
0.212766,-0.347449,5
1.311482,-0.49987,2
-3.092609,0.720948,1
0.620741,-0.240076,3
0.3663,0.157458,5
-0.641267,-2.909096,4
0.533235,-0.686948,3
0.341801,-0.4471,5
0.870137,1.184299,0
1.896555,0.090237,6
0.271593,-0.552698,5
-2.226489,-1.701692,7
-0.247554,-1.057646,8
5.020836,-1.064008,0
-1.395454,-0.568018,7
-4.32524,-0.618086,1
-3.643706,1.683472,1
0.588005,-1.435146,2
0.107003,0.112116,8
0.500928,-1.653521,3
-3.445212,-1.854515,1
-0.852511,-2.720771,4
-1.637126,0.527876,7
0.688409,-1.660787,5
1.011209,-0.685173,2
-1.711338,-3.486349,7
-0.923441,-2.840612,4
-0.884708,-2.446659,4
0.809817,1.521427,6
3.148547,-0.058964,0
-1.192458,0.040037,4
-0.985269,-2.306701,4
1.412984,0.996553,6
3.509903,-0.229764,0
-0.134286,-0.841764,5
-4.252887,0.213771,1
1.030681,2.051205,6
-1.997745,-2.832503,7
0.177743,-0.078139,5
0.139036,-0.12098,5
-1.09504,-4.832198,9
-3.765888,1.155621,1
0.24326,-0.073702,3
-1.202781,-1.576837,4
-1.564853,0.461672,7
1.280732,-0.059217,2
0.742963,1.197403,6
-0.983507,-2.134005,4
-1.090238,-2.170975,4
0.430788,-0.477712,3
0.424587,-0.912304,3
-4.575472,-0.375153,1
-1.78021,0.024154,7
-2.124025,-3.065507,7
0.423206,0.049033,3
-0.419369,-0.415344,8
-0.389874,0.029236,8
1.331282,-0.718551,2
0.80501,-0.600308,3
-0.86773,-1.638552,4
-1.383275,-1.789037,9
-0.772146,-1.945097,4
